,觀測時間(LST)ObsTime,測站氣壓(hPa)StnPres,海平面氣壓(hPa)SeaPres,氣溫(℃)Temperature,露點溫度(℃)Td dew point,相對溼度(%)RH,風速(m/s)WS,風向(360degree)WD,最大陣風(m/s)WSGust,最大陣風風向(360degree)WDGust,降水量(mm)Precp,降水時數(hr)PrecpHour,日照時數(hr)SunShine,全天空日射量(MJ/㎡)GloblRad,能見度(km)Visb
25,2017-01-02 01:00,1019.1,,19.1,,,0.2,0,,,0.0,,,,
26,2017-01-02 02:00,1018.9,,18.8,,,0.0,0,,,0.0,,,,
27,2017-01-02 03:00,1019.0,,19.4,,,1.2,356,,,0.0,,,,
28,2017-01-02 04:00,1018.7,,18.6,,,0.3,13,,,0.0,,,,
29,2017-01-02 05:00,1019.0,,18.6,,,0.1,0,,,0.0,,,,
30,2017-01-02 06:00,1019.4,,17.9,,,0.2,0,,,0.0,,,,
31,2017-01-02 07:00,1020.1,,19.0,,,0.1,0,,,0.0,,,,
32,2017-01-02 08:00,1020.5,,21.1,,,0.4,281,,,0.0,,,,
33,2017-01-02 09:00,1020.1,,23.7,,,1.1,295,,,0.0,,,,
34,2017-01-02 10:00,1019.5,,25.2,,,2.7,319,,,0.0,,,,
35,2017-01-02 11:00,1018.4,,26.5,,,0.4,270,,,0.0,,,,
36,2017-01-02 12:00,1017.4,,26.0,,,0.9,281,,,0.0,,,,
37,2017-01-02 13:00,1016.9,,25.5,,,2.7,307,,,0.0,,,,
38,2017-01-02 14:00,1016.5,,25.0,,,2.4,302,,,0.0,,,,
39,2017-01-02 15:00,1016.5,,24.6,,,0.8,272,,,0.0,,,,
40,2017-01-02 16:00,1016.7,,24.4,,,0.8,257,,,0.0,,,,
41,2017-01-02 17:00,1017.3,,24.0,,,0.5,273,,,0.0,,,,
42,2017-01-02 18:00,1018.1,,22.2,,,0.1,0,,,0.0,,,,
43,2017-01-02 19:00,1018.3,,21.3,,,0.3,96,,,0.0,,,,
44,2017-01-02 20:00,1018.4,,20.8,,,0.1,0,,,0.0,,,,
45,2017-01-02 21:00,1018.7,,19.8,,,0.6,88,,,0.0,,,,
46,2017-01-02 22:00,1018.6,,19.7,,,0.1,0,,,0.0,,,,
47,2017-01-02 23:00,1018.7,,19.5,,,0.0,0,,,0.0,,,,
48,2017-01-03 00:00,1018.5,,19.5,,,0.2,0,,,0.0,,,,
49,2017-01-03 01:00,1018.5,,18.7,,,0.0,0,,,0.0,,,,
50,2017-01-03 02:00,1018.1,,18.7,,,0.0,0,,,0.0,,,,
51,2017-01-03 03:00,1017.9,,19.1,,,0.1,0,,,0.0,,,,
52,2017-01-03 04:00,1018.1,,18.6,,,1.5,22,,,0.0,,,,
53,2017-01-03 05:00,1018.6,,19.2,,,2.4,347,,,0.0,,,,
54,2017-01-03 06:00,1019.2,,19.0,,,1.0,27,,,0.0,,,,
55,2017-01-03 07:00,1019.5,,19.7,,,0.4,76,,,0.0,,,,
56,2017-01-03 08:00,1019.8,,22.8,,,0.3,32,,,0.0,,,,
57,2017-01-03 09:00,1019.6,,24.8,,,1.0,328,,,0.0,,,,
58,2017-01-03 10:00,1019.0,,24.2,,,0.5,271,,,0.0,,,,
59,2017-01-03 11:00,1018.1,,25.4,,,1.0,293,,,0.0,,,,
60,2017-01-03 12:00,1017.1,,25.4,,,0.9,298,,,0.0,,,,
61,2017-01-03 13:00,1016.5,,25.8,,,0.8,286,,,0.0,,,,
62,2017-01-03 14:00,1016.3,,25.4,,,0.7,270,,,0.0,,,,
63,2017-01-03 15:00,1016.5,,24.2,,,0.9,295,,,0.0,,,,
64,2017-01-03 16:00,1016.9,,23.3,,,1.2,303,,,0.0,,,,
65,2017-01-03 17:00,1017.5,,22.8,,,1.4,312,,,0.0,,,,
66,2017-01-03 18:00,1017.9,,22.1,,,0.6,65,,,0.0,,,,
67,2017-01-03 19:00,1018.2,,21.0,,,0.6,78,,,0.0,,,,
68,2017-01-03 20:00,1018.6,,20.7,,,0.6,91,,,0.0,,,,
69,2017-01-03 21:00,1018.4,,20.0,,,0.1,0,,,0.0,,,,
70,2017-01-03 22:00,1018.1,,19.4,,,0.1,0,,,0.0,,,,
71,2017-01-03 23:00,1017.7,,18.9,,,0.1,0,,,0.0,,,,
72,2017-01-04 00:00,1017.7,,18.8,,,0.3,71,,,0.0,,,,
73,2017-01-04 01:00,1017.3,,18.3,,,0.0,0,,,0.0,,,,
74,2017-01-04 02:00,1017.1,,18.0,,,0.0,0,,,0.0,,,,
75,2017-01-04 03:00,1016.9,,17.9,,,0.1,0,,,0.0,,,,
76,2017-01-04 04:00,1017.3,,17.6,,,0.0,0,,,0.0,,,,
77,2017-01-04 05:00,1017.7,,18.4,,,0.0,0,,,0.0,,,,
78,2017-01-04 06:00,1018.3,,17.7,,,0.5,53,,,0.0,,,,
79,2017-01-04 07:00,1018.6,,19.3,,,0.2,0,,,0.0,,,,
80,2017-01-04 08:00,1019.0,,22.5,,,0.1,0,,,0.0,,,,
81,2017-01-04 09:00,1018.6,,24.9,,,1.0,315,,,0.0,,,,
82,2017-01-04 10:00,1017.9,,25.6,,,0.5,281,,,0.0,,,,
83,2017-01-04 11:00,1017.1,,25.1,,,1.2,257,,,0.0,,,,
84,2017-01-04 12:00,1016.0,,24.8,,,1.1,259,,,0.0,,,,
85,2017-01-04 13:00,1015.6,,24.1,,,1.1,253,,,0.0,,,,
86,2017-01-04 14:00,1015.0,,24.4,,,0.9,239,,,0.0,,,,
87,2017-01-04 15:00,1015.2,,24.3,,,0.6,291,,,0.0,,,,
88,2017-01-04 16:00,1015.5,,23.3,,,1.7,313,,,0.0,,,,
89,2017-01-04 17:00,1016.1,,22.8,,,1.6,331,,,0.0,,,,
90,2017-01-04 18:00,1016.8,,21.4,,,0.1,0,,,0.0,,,,
91,2017-01-04 19:00,1017.0,,20.7,,,0.1,0,,,0.0,,,,
92,2017-01-04 20:00,1017.0,,20.3,,,0.0,0,,,0.0,,,,
93,2017-01-04 21:00,1016.7,,19.5,,,0.6,69,,,0.0,,,,
94,2017-01-04 22:00,1016.4,,19.1,,,1.1,62,,,0.0,,,,
95,2017-01-04 23:00,1016.5,,19.3,,,0.0,0,,,0.0,,,,
96,2017-01-05 00:00,1016.5,,18.8,,,0.1,0,,,0.0,,,,
97,2017-01-05 01:00,1016.4,,18.3,,,0.0,0,,,0.0,,,,
98,2017-01-05 02:00,1016.0,,18.0,,,0.6,69,,,0.0,,,,
99,2017-01-05 03:00,1015.9,,18.2,,,0.0,0,,,0.0,,,,
100,2017-01-05 04:00,1015.8,,18.4,,,1.2,27,,,0.0,,,,
101,2017-01-05 05:00,1016.3,,17.8,,,0.0,0,,,0.0,,,,
102,2017-01-05 06:00,1016.7,,17.5,,,0.0,0,,,0.0,,,,
103,2017-01-05 07:00,1016.7,,19.2,,,0.2,0,,,0.0,,,,
104,2017-01-05 08:00,1017.0,,22.1,,,1.7,360,,,0.0,,,,
105,2017-01-05 09:00,1017.0,,24.4,,,2.0,352,,,0.0,,,,
106,2017-01-05 10:00,1016.4,,26.2,,,2.5,336,,,0.0,,,,
107,2017-01-05 11:00,1015.9,,27.0,,,2.7,317,,,0.0,,,,
108,2017-01-05 12:00,1014.6,,26.2,,,0.7,270,,,0.0,,,,
109,2017-01-05 13:00,1013.9,,25.7,,,1.5,298,,,0.0,,,,
110,2017-01-05 14:00,1012.9,,25.6,,,1.8,297,,,0.0,,,,
111,2017-01-05 15:00,1013.0,,25.6,,,1.0,257,,,0.0,,,,
112,2017-01-05 16:00,1013.6,,24.5,,,1.4,260,,,0.0,,,,
113,2017-01-05 17:00,1014.4,,24.0,,,0.6,240,,,0.0,,,,
114,2017-01-05 18:00,1015.1,,24.4,,,0.8,263,,,0.0,,,,
115,2017-01-05 19:00,1015.9,,23.4,,,1.6,357,,,0.0,,,,
116,2017-01-05 20:00,1016.1,,21.4,,,0.0,0,,,0.0,,,,
117,2017-01-05 21:00,1016.1,,20.5,,,0.1,0,,,0.0,,,,
118,2017-01-05 22:00,1016.3,,20.2,,,0.2,0,,,0.0,,,,
119,2017-01-05 23:00,1016.0,,19.9,,,0.0,0,,,0.0,,,,
120,2017-01-06 00:00,1015.9,,20.0,,,0.0,0,,,0.0,,,,
121,2017-01-06 01:00,1015.7,,20.1,,,0.1,0,,,0.0,,,,
122,2017-01-06 02:00,1015.2,,20.0,,,0.0,0,,,0.0,,,,
123,2017-01-06 03:00,1015.0,,20.9,,,0.6,8,,,0.0,,,,
124,2017-01-06 04:00,1015.0,,20.1,,,0.4,86,,,0.0,,,,
125,2017-01-06 05:00,1015.2,,20.7,,,0.1,0,,,0.0,,,,
126,2017-01-06 06:00,1015.6,,20.7,,,0.8,77,,,0.0,,,,
127,2017-01-06 07:00,1015.8,,22.3,,,0.5,96,,,0.0,,,,
128,2017-01-06 08:00,1016.0,,23.8,,,0.5,320,,,0.0,,,,
129,2017-01-06 09:00,1015.2,,26.4,,,2.6,341,,,0.0,,,,
130,2017-01-06 10:00,1014.5,,27.7,,,2.4,340,,,0.0,,,,
131,2017-01-06 11:00,1013.9,,25.7,,,4.1,308,,,0.0,,,,
132,2017-01-06 12:00,1013.1,,25.7,,,4.7,312,,,0.0,,,,
133,2017-01-06 13:00,1012.6,,25.1,,,2.3,303,,,0.0,,,,
134,2017-01-06 14:00,1012.0,,25.4,,,0.6,277,,,0.0,,,,
135,2017-01-06 15:00,1012.5,,24.7,,,1.7,303,,,0.0,,,,
136,2017-01-06 16:00,1013.1,,24.4,,,1.0,306,,,0.0,,,,
137,2017-01-06 17:00,1013.6,,24.1,,,0.1,0,,,0.0,,,,
138,2017-01-06 18:00,1013.8,,22.9,,,0.0,0,,,0.0,,,,
139,2017-01-06 19:00,1014.3,,21.5,,,0.3,93,,,0.0,,,,
140,2017-01-06 20:00,1014.3,,20.9,,,0.2,0,,,0.0,,,,
141,2017-01-06 21:00,1014.3,,21.0,,,0.8,21,,,0.0,,,,
142,2017-01-06 22:00,1014.4,,20.3,,,1.1,31,,,0.0,,,,
143,2017-01-06 23:00,1013.9,,19.7,,,0.9,59,,,0.0,,,,
144,2017-01-07 00:00,1013.8,,19.2,,,0.0,0,,,0.0,,,,
145,2017-01-07 01:00,1013.7,,19.6,,,0.9,20,,,0.0,,,,
146,2017-01-07 02:00,1013.4,,19.0,,,0.0,0,,,0.0,,,,
147,2017-01-07 03:00,1013.2,,18.7,,,0.3,53,,,0.0,,,,
148,2017-01-07 04:00,1013.2,,18.3,,,0.5,62,,,0.0,,,,
149,2017-01-07 05:00,1013.9,,19.5,,,0.1,0,,,0.0,,,,
150,2017-01-07 06:00,1013.6,,18.8,,,0.0,0,,,0.0,,,,
151,2017-01-07 07:00,1014.0,,21.4,,,0.0,0,,,0.0,,,,
152,2017-01-07 08:00,1014.6,,23.8,,,1.1,348,,,0.0,,,,
153,2017-01-07 09:00,1014.4,,25.3,,,1.5,308,,,0.0,,,,
154,2017-01-07 10:00,1013.7,,25.8,,,0.8,302,,,0.0,,,,
155,2017-01-07 11:00,1012.8,,26.9,,,0.9,236,,,0.0,,,,
156,2017-01-07 12:00,1011.8,,25.9,,,0.3,265,,,0.0,,,,
157,2017-01-07 13:00,1010.7,,27.3,,,0.9,298,,,0.0,,,,
158,2017-01-07 14:00,1010.4,,26.9,,,0.6,265,,,0.0,,,,
159,2017-01-07 15:00,1010.1,,25.6,,,1.0,265,,,0.0,,,,
160,2017-01-07 16:00,1010.8,,24.5,,,0.8,280,,,0.0,,,,
161,2017-01-07 17:00,1011.3,,24.1,,,2.2,314,,,0.0,,,,
162,2017-01-07 18:00,1011.7,,23.6,,,0.0,0,,,0.0,,,,
163,2017-01-07 19:00,1012.2,,22.9,,,0.0,0,,,0.0,,,,
164,2017-01-07 20:00,1012.6,,21.9,,,0.0,0,,,0.0,,,,
165,2017-01-07 21:00,1012.5,,21.2,,,0.2,0,,,0.0,,,,
166,2017-01-07 22:00,1012.6,,20.9,,,0.0,0,,,0.0,,,,
167,2017-01-07 23:00,1012.6,,21.0,,,1.0,80,,,0.0,,,,
168,2017-01-08 00:00,1012.1,,21.0,,,0.0,0,,,0.0,,,,
169,2017-01-08 01:00,1011.6,,21.4,,,0.0,0,,,0.0,,,,
170,2017-01-08 02:00,1011.2,,21.6,,,0.7,47,,,0.0,,,,
171,2017-01-08 03:00,1011.3,,22.1,,,1.0,355,,,0.0,,,,
172,2017-01-08 04:00,1011.2,,21.6,,,0.7,33,,,0.0,,,,
173,2017-01-08 05:00,1011.7,,21.7,,,0.2,0,,,0.0,,,,
174,2017-01-08 06:00,1012.2,,21.1,,,0.5,52,,,0.0,,,,
175,2017-01-08 07:00,1012.8,,22.3,,,1.0,19,,,0.0,,,,
176,2017-01-08 08:00,1013.2,,23.6,,,0.2,0,,,0.0,,,,
177,2017-01-08 09:00,1013.6,,25.8,,,0.8,220,,,0.0,,,,
178,2017-01-08 10:00,1012.8,,26.5,,,0.8,250,,,0.0,,,,
179,2017-01-08 11:00,1011.6,,27.6,,,0.9,250,,,0.0,,,,
180,2017-01-08 12:00,1010.7,,27.4,,,1.3,255,,,0.0,,,,
181,2017-01-08 13:00,1009.6,,27.2,,,0.8,284,,,0.0,,,,
182,2017-01-08 14:00,1009.6,,26.9,,,1.1,263,,,0.0,,,,
183,2017-01-08 15:00,1009.8,,25.2,,,1.1,257,,,0.0,,,,
184,2017-01-08 16:00,1010.4,,24.7,,,1.1,230,,,0.0,,,,
185,2017-01-08 17:00,1011.2,,23.9,,,0.5,250,,,0.0,,,,
186,2017-01-08 18:00,1012.0,,23.7,,,0.3,300,,,0.0,,,,
187,2017-01-08 19:00,1012.5,,23.1,,,0.0,0,,,0.0,,,,
188,2017-01-08 20:00,1013.1,,22.7,,,0.5,56,,,0.0,,,,
189,2017-01-08 21:00,1013.3,,21.8,,,0.5,70,,,0.0,,,,
190,2017-01-08 22:00,1013.2,,21.4,,,0.0,0,,,0.0,,,,
191,2017-01-08 23:00,1012.8,,21.2,,,0.0,0,,,0.0,,,,
192,2017-01-09 00:00,1012.5,,20.5,,,0.2,0,,,0.0,,,,
193,2017-01-09 01:00,1012.3,,21.5,,,0.2,0,,,0.0,,,,
194,2017-01-09 02:00,1012.2,,21.8,,,0.1,0,,,0.0,,,,
195,2017-01-09 03:00,1012.2,,20.6,,,0.5,79,,,0.0,,,,
196,2017-01-09 04:00,1012.9,,20.3,,,0.3,95,,,0.0,,,,
197,2017-01-09 05:00,1013.6,,19.9,,,0.4,54,,,0.0,,,,
198,2017-01-09 06:00,1014.6,,19.1,,,0.0,0,,,0.0,,,,
199,2017-01-09 07:00,1015.0,,20.5,,,0.0,0,,,0.0,,,,
200,2017-01-09 08:00,1016.0,,23.5,,,0.7,211,,,0.0,,,,
201,2017-01-09 09:00,1015.7,,25.5,,,0.5,302,,,0.0,,,,
202,2017-01-09 10:00,1015.1,,25.9,,,0.6,265,,,0.0,,,,
203,2017-01-09 11:00,1014.1,,26.2,,,0.5,271,,,0.0,,,,
204,2017-01-09 12:00,1013.2,,26.0,,,0.7,272,,,0.0,,,,
205,2017-01-09 13:00,1012.5,,25.5,,,0.8,273,,,0.0,,,,
206,2017-01-09 14:00,1012.5,,24.2,,,0.7,265,,,0.0,,,,
207,2017-01-09 15:00,1012.9,,24.2,,,1.3,251,,,0.0,,,,
208,2017-01-09 16:00,1013.8,,23.5,,,1.1,261,,,0.0,,,,
209,2017-01-09 17:00,1014.4,,23.5,,,0.8,265,,,0.0,,,,
210,2017-01-09 18:00,1015.3,,23.3,,,1.1,336,,,0.0,,,,
211,2017-01-09 19:00,1015.7,,22.9,,,0.5,19,,,0.0,,,,
212,2017-01-09 20:00,1015.9,,21.9,,,0.2,0,,,0.0,,,,
213,2017-01-09 21:00,1015.9,,20.9,,,0.0,0,,,0.0,,,,
214,2017-01-09 22:00,1016.2,,19.7,,,0.5,84,,,0.0,,,,
215,2017-01-09 23:00,1015.9,,19.2,,,0.0,0,,,0.0,,,,
216,2017-01-10 00:00,1015.7,,19.3,,,0.2,0,,,0.0,,,,
217,2017-01-10 01:00,1015.4,,18.9,,,0.1,0,,,0.0,,,,
218,2017-01-10 02:00,1015.5,,19.2,,,0.5,46,,,0.0,,,,
219,2017-01-10 03:00,1015.6,,17.9,,,0.5,70,,,0.0,,,,
220,2017-01-10 04:00,1015.9,,17.8,,,0.1,0,,,0.0,,,,
221,2017-01-10 05:00,1016.5,,17.2,,,0.0,0,,,0.0,,,,
222,2017-01-10 06:00,1017.1,,18.0,,,0.0,0,,,0.0,,,,
223,2017-01-10 07:00,1018.1,,18.9,,,0.3,67,,,0.0,,,,
224,2017-01-10 08:00,1018.7,,21.6,,,1.3,330,,,0.0,,,,
225,2017-01-10 09:00,1018.5,,23.9,,,0.5,261,,,0.0,,,,
226,2017-01-10 10:00,1017.7,,24.6,,,0.9,258,,,0.0,,,,
227,2017-01-10 11:00,1017.0,,24.8,,,1.9,243,,,0.0,,,,
228,2017-01-10 12:00,1016.4,,23.8,,,1.3,253,,,0.0,,,,
229,2017-01-10 13:00,1015.9,,23.5,,,0.8,253,,,0.0,,,,
230,2017-01-10 14:00,1015.8,,23.8,,,0.8,239,,,0.0,,,,
231,2017-01-10 15:00,1016.1,,23.5,,,0.9,229,,,0.0,,,,
232,2017-01-10 16:00,1016.4,,23.0,,,0.7,248,,,0.0,,,,
233,2017-01-10 17:00,1016.7,,22.2,,,0.3,360,,,0.0,,,,
234,2017-01-10 18:00,1017.3,,21.3,,,0.4,92,,,0.0,,,,
235,2017-01-10 19:00,1017.4,,19.9,,,0.1,0,,,0.0,,,,
236,2017-01-10 20:00,1017.8,,19.3,,,0.4,48,,,0.0,,,,
237,2017-01-10 21:00,1018.4,,19.9,,,0.0,0,,,0.0,,,,
238,2017-01-10 22:00,1018.2,,19.4,,,0.0,0,,,0.0,,,,
239,2017-01-10 23:00,1018.1,,18.4,,,0.3,88,,,0.0,,,,
240,2017-01-11 00:00,1017.6,,19.1,,,0.0,0,,,0.0,,,,
241,2017-01-11 01:00,1016.6,,17.9,,,0.9,57,,,0.0,,,,
242,2017-01-11 02:00,1016.6,,18.6,,,1.7,23,,,0.0,,,,
243,2017-01-11 03:00,1016.4,,18.5,,,1.4,23,,,0.0,,,,
244,2017-01-11 04:00,1016.8,,18.5,,,0.8,48,,,0.0,,,,
245,2017-01-11 05:00,1017.5,,18.1,,,0.0,0,,,0.0,,,,
246,2017-01-11 06:00,1018.0,,18.1,,,0.0,0,,,0.0,,,,
247,2017-01-11 07:00,1018.7,,20.1,,,0.0,0,,,0.0,,,,
248,2017-01-11 08:00,1019.0,,21.9,,,0.0,0,,,0.0,,,,
249,2017-01-11 09:00,1018.8,,22.7,,,0.8,301,,,0.0,,,,
250,2017-01-11 10:00,1017.6,,24.7,,,0.3,271,,,0.0,,,,
251,2017-01-11 11:00,1016.6,,25.1,,,0.5,280,,,0.0,,,,
252,2017-01-11 12:00,1015.4,,25.2,,,0.9,260,,,0.0,,,,
253,2017-01-11 13:00,1014.5,,25.1,,,0.8,267,,,0.0,,,,
254,2017-01-11 14:00,1014.5,,23.6,,,0.8,270,,,0.0,,,,
255,2017-01-11 15:00,1014.5,,23.3,,,0.6,271,,,0.0,,,,
256,2017-01-11 16:00,1014.9,,22.7,,,0.6,265,,,0.0,,,,
257,2017-01-11 17:00,1015.9,,22.6,,,1.6,323,,,0.0,,,,
258,2017-01-11 18:00,1016.4,,21.9,,,0.9,40,,,0.0,,,,
259,2017-01-11 19:00,1016.9,,21.7,,,0.5,70,,,0.0,,,,
260,2017-01-11 20:00,1017.0,,21.8,,,0.0,0,,,0.0,,,,
261,2017-01-11 21:00,1017.4,,21.5,,,0.3,82,,,0.0,,,,
262,2017-01-11 22:00,1017.6,,21.4,,,0.2,0,,,0.0,,,,
263,2017-01-11 23:00,1016.8,,21.1,,,0.1,0,,,0.0,,,,
264,2017-01-12 00:00,1016.4,,21.0,,,0.6,19,,,0.0,,,,
265,2017-01-12 01:00,1015.9,,20.2,,,1.5,24,,,0.0,,,,
266,2017-01-12 02:00,1015.3,,19.9,,,1.7,356,,,0.0,,,,
267,2017-01-12 03:00,1014.5,,19.0,,,1.7,19,,,0.0,,,,
268,2017-01-12 04:00,1014.8,,18.8,,,1.6,20,,,0.0,,,,
269,2017-01-12 05:00,1014.9,,18.5,,,0.8,34,,,0.0,,,,
270,2017-01-12 06:00,1015.5,,18.4,,,0.0,0,,,0.0,,,,
271,2017-01-12 07:00,1015.8,,19.9,,,0.2,0,,,0.0,,,,
272,2017-01-12 08:00,1016.0,,22.1,,,0.1,0,,,0.0,,,,
273,2017-01-12 09:00,1015.3,,24.7,,,0.3,254,,,0.0,,,,
274,2017-01-12 10:00,1014.8,,25.6,,,0.8,297,,,0.0,,,,
275,2017-01-12 11:00,1013.7,,25.9,,,0.8,273,,,0.0,,,,
276,2017-01-12 12:00,1013.0,,23.8,,,1.2,268,,,0.0,,,,
277,2017-01-12 13:00,1012.4,,23.6,,,1.5,305,,,0.0,,,,
278,2017-01-12 14:00,1011.9,,23.7,,,0.7,302,,,0.0,,,,
279,2017-01-12 15:00,1012.1,,23.5,,,0.3,212,,,0.0,,,,
280,2017-01-12 16:00,1012.3,,23.1,,,1.0,316,,,0.0,,,,
281,2017-01-12 17:00,1012.5,,22.9,,,0.2,0,,,0.0,,,,
282,2017-01-12 18:00,1012.8,,22.2,,,0.5,18,,,0.0,,,,
283,2017-01-12 19:00,1013.4,,21.6,,,1.3,15,,,0.0,,,,
284,2017-01-12 20:00,1013.9,,20.9,,,0.1,0,,,0.0,,,,
285,2017-01-12 21:00,1013.9,,20.5,,,1.1,69,,,0.0,,,,
286,2017-01-12 22:00,1013.5,,20.5,,,0.9,34,,,0.0,,,,
287,2017-01-12 23:00,1013.1,,20.2,,,0.7,64,,,0.0,,,,
288,2017-01-13 00:00,1013.0,,19.9,,,1.4,7,,,0.0,,,,
289,2017-01-13 01:00,1012.3,,19.2,,,1.0,23,,,0.0,,,,
290,2017-01-13 02:00,1012.2,,19.3,,,2.1,359,,,0.0,,,,
291,2017-01-13 03:00,1012.0,,19.3,,,2.4,13,,,0.0,,,,
292,2017-01-13 04:00,1011.7,,19.2,,,2.5,357,,,0.0,,,,
293,2017-01-13 05:00,1011.8,,18.9,,,1.6,11,,,0.0,,,,
294,2017-01-13 06:00,1012.4,,19.1,,,2.0,343,,,0.0,,,,
295,2017-01-13 07:00,1013.6,,19.7,,,2.4,20,,,0.0,,,,
296,2017-01-13 08:00,1014.1,,22.3,,,1.9,355,,,0.0,,,,
297,2017-01-13 09:00,1013.9,,24.9,,,1.6,329,,,0.0,,,,
298,2017-01-13 10:00,1013.2,,25.8,,,0.5,256,,,0.0,,,,
299,2017-01-13 11:00,1012.1,,26.2,,,1.5,223,,,0.0,,,,
300,2017-01-13 12:00,1011.1,,26.3,,,0.9,259,,,0.0,,,,
301,2017-01-13 13:00,1010.9,,25.4,,,1.0,268,,,0.0,,,,
302,2017-01-13 14:00,1010.5,,25.9,,,1.2,262,,,0.0,,,,
303,2017-01-13 15:00,1011.3,,23.7,,,2.8,307,,,0.0,,,,
304,2017-01-13 16:00,1012.2,,23.5,,,0.7,293,,,0.0,,,,
305,2017-01-13 17:00,1012.4,,23.4,,,0.7,215,,,0.0,,,,
306,2017-01-13 18:00,1012.8,,23.2,,,1.1,228,,,0.0,,,,
307,2017-01-13 19:00,1013.3,,23.1,,,0.3,256,,,0.0,,,,
308,2017-01-13 20:00,1013.8,,22.9,,,0.7,259,,,0.0,,,,
309,2017-01-13 21:00,1014.0,,22.8,,,0.5,258,,,0.0,,,,
310,2017-01-13 22:00,1014.0,,22.6,,,0.8,265,,,0.0,,,,
311,2017-01-13 23:00,1013.9,,22.2,,,0.6,14,,,0.0,,,,
312,2017-01-14 00:00,1013.6,,21.7,,,1.0,4,,,0.0,,,,
313,2017-01-14 01:00,1013.3,,21.5,,,2.0,348,,,0.0,,,,
314,2017-01-14 02:00,1013.0,,20.7,,,1.8,354,,,0.0,,,,
315,2017-01-14 03:00,1013.1,,20.0,,,1.4,6,,,0.0,,,,
316,2017-01-14 04:00,1013.9,,20.3,,,2.0,329,,,0.0,,,,
317,2017-01-14 05:00,1014.0,,19.8,,,0.1,0,,,0.0,,,,
318,2017-01-14 06:00,1014.8,,20.6,,,1.8,311,,,0.0,,,,
319,2017-01-14 07:00,1015.6,,19.8,,,1.4,4,,,0.0,,,,
320,2017-01-14 08:00,1015.8,,21.8,,,1.0,321,,,0.0,,,,
321,2017-01-14 09:00,1016.4,,22.3,,,2.0,344,,,0.0,,,,
322,2017-01-14 10:00,1016.0,,22.8,,,0.3,265,,,0.0,,,,
323,2017-01-14 11:00,1015.3,,22.8,,,0.6,295,,,0.0,,,,
324,2017-01-14 12:00,1014.5,,22.6,,,0.7,275,,,0.0,,,,
325,2017-01-14 13:00,1014.1,,22.0,,,0.5,276,,,0.0,,,,
326,2017-01-14 14:00,1014.0,,22.6,,,0.7,240,,,0.0,,,,
327,2017-01-14 15:00,1014.0,,22.7,,,1.3,237,,,0.0,,,,
328,2017-01-14 16:00,1015.4,,21.6,,,1.0,250,,,0.0,,,,
329,2017-01-14 17:00,1015.8,,21.2,,,0.7,262,,,0.0,,,,
330,2017-01-14 18:00,1016.7,,21.3,,,0.6,285,,,0.0,,,,
